ID,Expression,HalideResult,HalideTime
2095,( == ( - ( / ( + ( + v0 v1 ) num73 ) num2 ) ( + ( * v2 num2 ) ( + ( / ( + v0 v1 ) num2 ) ( * v3 num6 ) ) ) ) ( - ( / ( + ( + v0 v1 ) num73 ) num2 ) ( + ( * v2 num2 ) ( + ( / ( + v0 v1 ) num2 ) ( * v3 num6 ) ) ) ) ),1,79
2096,( == ( + ( / ( + v0 v1 ) num4 ) ( * v2 num130 ) ) ( + ( / ( + v0 v1 ) num4 ) ( * v2 num130 ) ) ),1,50
2097,( == ( min ( + ( * v0 num28 ) v1 ) ( + ( max ( min ( * v2 num8 ) num1994 ) numneg5 ) num2 ) ) ( min ( + ( * v0 num28 ) v1 ) ( + ( max ( min ( * v2 num8 ) num1994 ) numneg5 ) num2 ) ) ),1,80
2098,( == ( * v0 num2 ) ( - ( + ( * v0 num2 ) num2 ) num1 ) ),0,22
2099,( == ( + ( max ( min ( + v0 v1 ) num1999 ) num0 ) ( * ( / ( + v2 num7 ) num4 ) num4 ) ) ( + ( max ( min ( + v0 v1 ) num1999 ) num0 ) ( * ( / ( + v2 num7 ) num4 ) num4 ) ) ),1,66
2100,( == ( - ( / ( + ( + v0 v1 ) num71 ) num64 ) ( / v1 num64 ) ) ( - ( / ( + ( + v0 v1 ) num71 ) num64 ) ( / v1 num64 ) ) ),1,102
2101,( >= ( - ( min v0 num18 ) num20 ) ( - ( + ( - ( min v0 num18 ) num20 ) ( - num25 ( min v0 num18 ) ) ) num1 ) ),0,78
2102,( == ( / ( + ( * ( - ( / ( + ( + v0 v1 ) num15 ) num16 ) ( / ( - v1 num2 ) num16 ) ) num2 ) num72 ) num65 ) ( / ( + ( * ( - ( / ( + ( + v0 v1 ) num15 ) num16 ) ( / ( - v1 num2 ) num16 ) ) num2 ) num72 ) num65 ) ),1,75
2103,( == ( min ( max ( max v0 v1 ) ( + v2 v0 ) ) ( + ( * v3 num8 ) num20 ) ) ( min ( max ( max v0 v1 ) ( + v2 v0 ) ) ( + ( * v3 num8 ) num20 ) ) ),1,54
2104,( == ( min ( * ( + ( * v0 num2 ) v1 ) num2 ) ( + ( * v2 num2 ) num3 ) ) ( min ( * ( + ( * v0 num2 ) v1 ) num2 ) ( + ( * v2 num2 ) num3 ) ) ),1,50
2105,( == ( - ( * ( / ( + ( + v0 v1 ) num251 ) num63 ) num32 ) ( + ( * v2 num4 ) v3 ) ) ( - ( * ( / ( + ( + v0 v1 ) num251 ) num63 ) num32 ) ( + ( * v2 num4 ) v3 ) ) ),1,63
2106,( == ( min ( max v0 num0 ) ( + v1 num2 ) ) ( min ( max v0 num0 ) ( + v1 num2 ) ) ),1,40
2107,( == ( min ( + ( min ( * v0 num12 ) num32 ) v1 ) ( + ( * ( + ( * v2 num31 ) v3 ) num8 ) num237 ) ) ( min ( + ( min ( * v0 num12 ) num32 ) v1 ) ( + ( * ( + ( * v2 num31 ) v3 ) num8 ) num237 ) ) ),1,84
2108,( == ( / ( + ( - ( / ( max ( min ( + v0 v1 ) num1999 ) num0 ) num16 ) ( / ( - ( max ( min v1 num2002 ) num3 ) num3 ) num16 ) ) num19 ) num16 ) ( / ( + ( - ( / ( max ( min ( + v0 v1 ) num1999 ) num0 ) num16 ) ( / ( - ( max ( min v1 num2002 ) num3 ) num3 ) num16 ) ) num19 ) num16 ) ),1,105
2109,( == ( min ( + v0 num41 ) v1 ) ( min ( + v0 num41 ) v1 ) ),1,29
2110,( == ( * ( / ( * ( min ( + ( * v0 num64 ) ( + ( + ( / v1 num8 ) ( * v2 num8 ) ) ( * v3 num125 ) ) ) ( / ( + ( + v1 ( min ( + ( * v3 num1000 ) num1000 ) v4 ) ) num7 ) num8 ) ) numneg8 ) num8 ) num8 ) ( * ( min ( + ( * v0 num64 ) ( + ( + ( / v1 num8 ) ( * v2 num8 ) ) ( * v3 num125 ) ) ) ( / ( + ( + v1 ( min ( + ( * v3 num1000 ) num1000 ) v4 ) ) num7 ) num8 ) ) numneg8 ) ),1,99
2111,( == ( min ( + ( * v0 num8 ) ( + ( * v1 num16 ) v2 ) ) ( - v3 num8 ) ) ( min ( + ( * v0 num8 ) ( + ( * v1 num16 ) v2 ) ) ( - v3 num8 ) ) ),1,45
2112,( <= ( max ( + ( min ( - ( + v2 v3 ) num1 ) ( - ( + ( - ( * v4 num8 ) num5 ) ( + ( * ( min ( - ( - ( max ( min ( / ( + ( + v5 v6 ) num7 ) num8 ) num249 ) num0 ) ( * v7 num12 ) ) ( max ( min ( / v6 num8 ) num249 ) num0 ) ) num10 ) num8 ) num17 ) ) num1 ) ) num1 ) ( min ( max v3 ( - ( * v4 num8 ) num5 ) ) ( + ( + ( * ( min ( - ( - ( max ( min ( / ( + ( + v5 v6 ) num7 ) num8 ) num249 ) num0 ) ( * v7 num12 ) ) ( max ( min ( / v6 num8 ) num249 ) num0 ) ) num10 ) num8 ) num17 ) ( - ( * v4 num8 ) num5 ) ) ) ) ( min ( max v3 ( - ( * v4 num8 ) num5 ) ) ( + ( + ( * ( min ( - ( - ( max ( min ( / ( + ( + v5 v6 ) num7 ) num8 ) num249 ) num0 ) ( * v7 num12 ) ) ( max ( min ( / v6 num8 ) num249 ) num0 ) ) num10 ) num8 ) num17 ) ( - ( * v4 num8 ) num5 ) ) ) ),0,3825
2113,( == ( min ( - num225 ( * ( + ( * v0 num29 ) ( + ( * v1 num15 ) v2 ) ) num4 ) ) ( - num115 ( * ( + ( * v1 num15 ) v2 ) num4 ) ) ) ( min ( - num225 ( * ( + ( * v0 num29 ) ( + ( * v1 num15 ) v2 ) ) num4 ) ) ( - num115 ( * ( + ( * v1 num15 ) v2 ) num4 ) ) ) ),1,112
2114,( == ( - ( * ( + ( * ( + v0 v1 ) num4 ) v2 ) num2 ) num10 ) ( - ( + ( - ( * ( + ( * ( + v0 v1 ) num4 ) v2 ) num2 ) num10 ) num2 ) num1 ) ),0,126
2115,( == ( max ( + ( + ( min ( + ( min ( * v0 num8 ) num244 ) ( + ( * v1 num252 ) ( + v2 v3 ) ) ) ( + ( + v2 v3 ) num492 ) ) v4 ) num10 ) v5 ) ( max ( + ( + ( min ( + ( min ( * v0 num8 ) num244 ) ( + ( * v1 num252 ) ( + v2 v3 ) ) ) ( + ( + v2 v3 ) num492 ) ) v4 ) num10 ) v5 ) ),1,97
2116,( == ( / ( + ( - v0 ( + ( * v1 num116 ) v2 ) ) num3 ) num4 ) ( / ( + ( - v0 ( + ( * v1 num116 ) v2 ) ) num3 ) num4 ) ),1,48
2117,( && ( && ( && ( && ( && ( && num1 ( <= ( + ( + ( * num0 num4 ) v0 ) num0 ) ( + ( + ( * num0 num4 ) num0 ) v0 ) ) ) ( >= ( + ( + ( * num62 num4 ) v0 ) num3 ) ( + ( + ( * ( - ( + num63 num0 ) num1 ) num4 ) ( - ( + num4 num0 ) num1 ) ) v0 ) ) ) ( <= v1 ( + num0 v1 ) ) ) ( >= ( + v1 num124 ) ( + ( - ( + num125 num0 ) num1 ) v1 ) ) ) ( <= v2 v2 ) ) ( >= v2 v2 ) ),1,170
2118,( == ( - v0 ( + v1 v2 ) ) ( - v0 ( + v1 v2 ) ) ),1,1187
2119,( == ( + ( * v0 num8 ) ( + ( * ( / ( + v1 v2 ) num8 ) num2 ) v3 ) ) ( + ( * v0 num8 ) ( + ( * ( / ( + v1 v2 ) num8 ) num2 ) v3 ) ) ),1,48
2120,( == ( + ( min ( - ( max ( min ( + v0 v1 ) num2000 ) num1 ) ( max ( min v1 num1999 ) num0 ) ) v2 ) num3 ) ( + ( min ( - ( max ( min ( + v0 v1 ) num2000 ) num1 ) ( max ( min v1 num1999 ) num0 ) ) v2 ) num3 ) ),1,145
2121,( == ( min ( * ( / ( - ( + v0 v1 ) num1 ) num500 ) num64 ) ( + ( * ( + ( / v1 num500 ) v2 ) num64 ) num3 ) ) ( min ( * ( / ( - ( + v0 v1 ) num1 ) num500 ) num64 ) ( + ( * ( + ( / v1 num500 ) v2 ) num64 ) num3 ) ) ),1,121
2122,( == ( + ( * v0 num17 ) ( + ( * v1 num34 ) ( + ( * ( / v2 num63 ) num2 ) v3 ) ) ) ( + ( * v0 num17 ) ( + ( * v1 num34 ) ( + ( * ( / v2 num63 ) num2 ) v3 ) ) ) ),1,49
2123,( == ( min ( + ( max v0 num1997 ) num16 ) v1 ) ( min ( + ( max v0 num1997 ) num16 ) v1 ) ),1,24
2124,( == ( min ( max ( - ( max ( min ( / ( + ( min ( + ( * v0 num4 ) num41 ) ( + v1 v2 ) ) num31 ) num4 ) ( + ( min ( / ( + v1 v2 ) num4 ) ( + v0 num11 ) ) num7 ) ) ( / ( + v2 num31 ) num4 ) ) v3 ) numneg1 ) ( + ( min ( - ( - ( / ( + ( + v4 v5 ) num3 ) num4 ) ( * v6 num32 ) ) ( / v5 num4 ) ) num31 ) num18 ) ) ( min ( max ( - ( max ( min ( / ( + ( min ( + ( * v0 num4 ) num41 ) ( + v1 v2 ) ) num31 ) num4 ) ( + ( min ( / ( + v1 v2 ) num4 ) ( + v0 num11 ) ) num7 ) ) ( / ( + v2 num31 ) num4 ) ) v3 ) numneg1 ) ( + ( min ( - ( - ( / ( + ( + v4 v5 ) num3 ) num4 ) ( * v6 num32 ) ) ( / v5 num4 ) ) num31 ) num18 ) ) ),1,224
2125,( == ( + ( max ( min ( + ( * v0 num255 ) v1 ) num1499 ) num500 ) ( * v2 num4 ) ) ( + ( max ( min ( + ( * v0 num255 ) v1 ) num1499 ) num500 ) ( * v2 num4 ) ) ),1,55
2126,( == v0 ( - ( + v0 num33 ) num1 ) ),0,18
2127,( == ( min ( - ( - ( / ( + ( + v0 v1 ) num1 ) num2 ) ( * v2 num63 ) ) ( / v1 num2 ) ) ( + ( min v3 num62 ) num1 ) ) ( min ( - ( - ( / ( + ( + v0 v1 ) num1 ) num2 ) ( * v2 num63 ) ) ( / v1 num2 ) ) ( + ( min v3 num62 ) num1 ) ) ),1,65
2128,( == ( min ( - ( / ( - ( + v0 v1 ) num1 ) num8 ) ( + ( * v2 num4 ) v3 ) ) ( - num62 ( * v2 num4 ) ) ) ( min ( - ( / ( - ( + v0 v1 ) num1 ) num8 ) ( + ( * v2 num4 ) v3 ) ) ( - num62 ( * v2 num4 ) ) ) ),1,77
2129,( == ( - ( * ( + ( / v0 num65 ) v1 ) num2 ) ( + ( * ( / v0 num65 ) num2 ) v2 ) ) ( - ( * ( + ( / v0 num65 ) v1 ) num2 ) ( + ( * ( / v0 num65 ) num2 ) v2 ) ) ),1,55
2130,( == ( * ( / ( * ( % v0 ( / ( + v1 num31 ) num20 ) ) numneg20 ) num4 ) num4 ) ( * ( % v0 ( / ( + v1 num31 ) num20 ) ) numneg20 ) ),1,48
2131,( == ( min ( / ( + ( + v0 v1 ) num127 ) num32 ) ( - ( + ( * v2 num4 ) v3 ) num5 ) ) ( min ( / ( + ( + v0 v1 ) num127 ) num32 ) ( - ( + ( * v2 num4 ) v3 ) num5 ) ) ),1,69
2132,( == ( min ( * ( + ( * v0 num8 ) v1 ) num8 ) ( + ( * v2 num8 ) num233 ) ) ( min ( * ( + ( * v0 num8 ) v1 ) num8 ) ( + ( * v2 num8 ) num233 ) ) ),1,80
2133,( == ( * ( / ( * ( % v0 ( / ( + ( * ( - ( max v1 num0 ) v2 ) num8 ) num167 ) num156 ) ) num156 ) num4 ) num4 ) ( * ( % v0 ( / ( + ( * ( - ( max v1 num0 ) v2 ) num8 ) num167 ) num156 ) ) num156 ) ),1,77
2134,( == ( min ( * v0 num4 ) ( + ( * ( + ( * v1 num4 ) v2 ) num4 ) num15 ) ) ( min ( * v0 num4 ) ( + ( * ( + ( * v1 num4 ) v2 ) num4 ) num15 ) ) ),1,66
2135,( != ( / ( + ( - v0 v1 ) num68 ) num65 ) num0 ),0,486
2136,( == ( - ( - ( * v0 num8 ) ( * v1 num1115 ) ) ( * ( / v2 num125 ) num128 ) ) ( - ( - ( * v0 num8 ) ( * v1 num1115 ) ) ( * ( / v2 num125 ) num128 ) ) ),1,53
2137,( >= ( + v0 v1 ) ( + ( + ( - v0 num1 ) v1 ) num1 ) ),1,144
2138,( == ( min ( max ( max ( max ( max ( max ( / ( - num290 ( * v0 num8 ) ) num292 ) ( / ( - num569 ( * v0 num16 ) ) num584 ) ) ( / ( - num573 ( * v0 num16 ) ) num584 ) ) ( / ( - num577 ( * v0 num16 ) ) num584 ) ) ( / ( - num581 ( * v0 num16 ) ) num584 ) ) num0 ) ( / ( + ( * ( - v1 v0 ) num8 ) num291 ) num292 ) ) ( min ( max ( max ( max ( max ( max ( / ( - num290 ( * v0 num8 ) ) num292 ) ( / ( - num569 ( * v0 num16 ) ) num584 ) ) ( / ( - num573 ( * v0 num16 ) ) num584 ) ) ( / ( - num577 ( * v0 num16 ) ) num584 ) ) ( / ( - num581 ( * v0 num16 ) ) num584 ) ) num0 ) ( / ( + ( * ( - v1 v0 ) num8 ) num291 ) num292 ) ) ),1,179
2139,( == ( - ( min ( - ( / ( + ( + v0 v1 ) num3 ) num2 ) ( * v2 num63 ) ) ( + v3 num27 ) ) ( + ( * v4 num4 ) v3 ) ) ( - ( min ( - ( / ( + ( + v0 v1 ) num3 ) num2 ) ( * v2 num63 ) ) ( + v3 num27 ) ) ( + ( * v4 num4 ) v3 ) ) ),1,79
2140,( == ( + ( * v0 num504 ) ( - ( max ( min v1 num2998 ) num999 ) ( max ( min v1 num1914 ) numneg85 ) ) ) ( + ( * v0 num504 ) ( - ( max ( min v1 num2998 ) num999 ) ( max ( min v1 num1914 ) numneg85 ) ) ) ),1,148
2141,( == ( + ( - ( / ( max ( min ( + v0 v1 ) num1999 ) num0 ) num16 ) ( / ( - ( max ( min v1 num2002 ) num3 ) num3 ) num16 ) ) num1 ) ( + ( - ( / ( max ( min ( + v0 v1 ) num1999 ) num0 ) num16 ) ( / ( - ( max ( min v1 num2002 ) num3 ) num3 ) num16 ) ) num1 ) ),1,86
2142,( == ( + ( * v0 num125 ) ( + ( / v1 num4 ) ( * v2 num250 ) ) ) ( + ( * v0 num125 ) ( + ( / v1 num4 ) ( * v2 num250 ) ) ) ),1,53
2143,( < ( + ( + ( min ( * v0 num32 ) num93 ) ( + ( * v1 num16 ) v2 ) ) v3 ) ( + ( + ( min ( * v0 num32 ) num93 ) ( + ( * v1 num16 ) ( + v2 num1 ) ) ) v3 ) ),1,103
2144,( == ( / ( + ( - ( max ( min ( / ( + ( + v0 v1 ) num31 ) num32 ) num62 ) num0 ) ( max ( min ( / v1 num32 ) num63 ) num1 ) ) num17 ) num16 ) ( / ( + ( - ( max ( min ( / ( + ( + v0 v1 ) num31 ) num32 ) num62 ) num0 ) ( max ( min ( / v1 num32 ) num63 ) num1 ) ) num17 ) num16 ) ),1,283
2145,( == ( max ( min ( / v0 num8 ) num249 ) ( + ( + ( max ( min ( / v0 num8 ) num249 ) num0 ) v1 ) v2 ) ) ( max ( min ( / v0 num8 ) num249 ) ( + ( + ( max ( min ( / v0 num8 ) num249 ) num0 ) v1 ) v2 ) ) ),1,77
2146,( == ( + ( * ( + ( * v0 num18 ) v1 ) num2 ) ( + ( * v2 num4 ) v3 ) ) ( + ( * ( + ( * v0 num18 ) v1 ) num2 ) ( + ( * v2 num4 ) v3 ) ) ),1,40
2147,( == ( + ( / ( - ( max ( min ( + ( min ( * v0 num32 ) num223 ) v1 ) num1213 ) num214 ) ( max ( min ( + ( min ( * v0 num32 ) num223 ) v1 ) num1244 ) num245 ) ) num3 ) ( * v2 numneg4 ) ) ( + ( / ( - ( max ( min ( + ( min ( * v0 num32 ) num223 ) v1 ) num1213 ) num214 ) ( max ( min ( + ( min ( * v0 num32 ) num223 ) v1 ) num1244 ) num245 ) ) num3 ) ( * v2 numneg4 ) ) ),1,304
2148,( == ( min ( * ( / ( + ( + v0 v1 ) num87 ) num8 ) num8 ) ( + ( * ( + ( / v1 num8 ) ( * v2 num136 ) ) num8 ) num999 ) ) ( min ( * ( / ( + ( + v0 v1 ) num87 ) num8 ) num8 ) ( + ( * ( + ( / v1 num8 ) ( * v2 num136 ) ) num8 ) num999 ) ) ),1,78
2149,( == ( min ( + ( * v0 num96 ) num92 ) v1 ) ( min ( + ( * v0 num96 ) num92 ) v1 ) ),1,41
2150,( < ( - num0 ( % v0 num667 ) ) num0 ),0,277
2151,( == ( min ( + ( * v0 num14 ) ( + ( * v1 num55 ) ( * ( / v2 num63 ) num8 ) ) ) ( + ( min ( * v3 num8 ) ( + ( + ( * v1 num55 ) ( * ( / v2 num63 ) num8 ) ) num9 ) ) num5 ) ) ( min ( + ( * v0 num14 ) ( + ( * v1 num55 ) ( * ( / v2 num63 ) num8 ) ) ) ( + ( min ( * v3 num8 ) ( + ( + ( * v1 num55 ) ( * ( / v2 num63 ) num8 ) ) num9 ) ) num5 ) ) ),1,125
2152,( == ( / ( + ( * ( - ( / ( + ( + v0 v1 ) num63 ) num8 ) ( / v1 num8 ) ) num8 ) num328 ) num268 ) ( / ( + ( * ( - ( / ( + ( + v0 v1 ) num63 ) num8 ) ( / v1 num8 ) ) num8 ) num328 ) num268 ) ),1,74
2153,( == ( min ( * v0 num8 ) ( + ( min ( * ( + ( / ( min ( * v1 num8 ) ( + ( * v2 num84 ) num72 ) ) num4 ) ( * ( + ( * v3 num20 ) v4 ) num2 ) ) num4 ) ( + ( + ( * v2 num84 ) ( * ( + ( * v3 num20 ) v4 ) num8 ) ) num70 ) ) num2 ) ) ( min ( * v0 num8 ) ( + ( min ( * ( + ( / ( min ( * v1 num8 ) ( + ( * v2 num84 ) num72 ) ) num4 ) ( * ( + ( * v3 num20 ) v4 ) num2 ) ) num4 ) ( + ( + ( * v2 num84 ) ( * ( + ( * v3 num20 ) v4 ) num8 ) ) num70 ) ) num2 ) ) ),1,127
2154,( == ( - ( * ( max ( min v0 num31 ) num0 ) num16 ) ( + ( * ( max ( min ( / v1 num63 ) num31 ) num0 ) num16 ) v2 ) ) ( - ( * ( max ( min v0 num31 ) num0 ) num16 ) ( + ( * ( max ( min ( / v1 num63 ) num31 ) num0 ) num16 ) v2 ) ) ),1,73
2155,( == ( + ( / ( + v0 v1 ) num63 ) ( * v2 num2 ) ) ( + ( / ( + v0 v1 ) num63 ) ( * v2 num2 ) ) ),1,62
2156,( == ( / ( + ( * ( - ( / ( + ( + v0 v1 ) num62 ) num63 ) ( / v1 num63 ) ) num8 ) num83 ) num68 ) ( / ( + ( * ( - ( / ( + ( + v0 v1 ) num62 ) num63 ) ( / v1 num63 ) ) num8 ) num83 ) num68 ) ),1,85
2157,( == ( min ( - ( - ( / ( - ( + v0 v1 ) num1 ) num2 ) ( / v1 num2 ) ) num335 ) v2 ) ( min ( - ( - ( / ( - ( + v0 v1 ) num1 ) num2 ) ( / v1 num2 ) ) num335 ) v2 ) ),1,54
2158,( == ( max ( min ( max ( / ( + ( - v0 ( * v1 num2 ) ) num219 ) num128 ) num0 ) ( / ( + ( - v2 v1 ) num113 ) num64 ) ) ( + ( min ( / ( - ( - v2 v1 ) num14 ) num64 ) ( / ( + ( - ( + v3 v0 ) ( * v1 num2 ) ) num91 ) num128 ) ) num1 ) ) ( max ( min ( max ( / ( + ( - v0 ( * v1 num2 ) ) num219 ) num128 ) num0 ) ( / ( + ( - v2 v1 ) num113 ) num64 ) ) ( + ( min ( / ( - ( - v2 v1 ) num14 ) num64 ) ( / ( + ( - ( + v3 v0 ) ( * v1 num2 ) ) num91 ) num128 ) ) num1 ) ) ),1,180
2159,( >= ( + ( * ( + v0 v1 ) num8 ) v2 ) ( + ( + ( * ( + ( - v0 num1 ) v1 ) num8 ) v2 ) num1 ) ),1,101
2160,( == ( min ( + ( * v0 num4 ) v1 ) ( - v2 num49 ) ) ( min ( + ( * v0 num4 ) v1 ) ( - v2 num49 ) ) ),1,60
2161,( == ( - v0 ( * v1 num8 ) ) ( - v0 ( * v1 num8 ) ) ),1,70
2162,( == ( min ( max ( - ( / ( + v0 num31 ) num4 ) ( * v1 num2 ) ) numneg1 ) v2 ) ( min ( max ( - ( / ( + v0 num31 ) num4 ) ( * v1 num2 ) ) numneg1 ) v2 ) ),1,63
2163,( == ( min ( / ( + ( + v0 v1 ) num7 ) num8 ) ( + ( + ( * v2 num4 ) ( + ( / v1 num8 ) ( * v3 num12 ) ) ) num3 ) ) ( min ( / ( + ( + v0 v1 ) num7 ) num8 ) ( + ( + ( * v2 num4 ) ( + ( / v1 num8 ) ( * v3 num12 ) ) ) num3 ) ) ),1,71
2164,( >= ( - ( * ( max ( min v0 num53 ) num45 ) num8 ) num428 ) ( - ( + ( - ( * ( max ( min v0 num53 ) num45 ) num8 ) num428 ) ( - num434 ( * ( max ( min v0 num53 ) num45 ) num8 ) ) ) num1 ) ),0,81
2165,( == ( / ( + ( * ( - ( max ( min ( * ( / ( + ( + v0 v1 ) num7 ) num8 ) num2 ) num497 ) numneg2 ) ( max ( min ( * ( / v1 num8 ) num2 ) num509 ) num10 ) ) num4 ) num306 ) num251 ) ( / ( + ( * ( - ( max ( min ( * ( / ( + ( + v0 v1 ) num7 ) num8 ) num2 ) num497 ) numneg2 ) ( max ( min ( * ( / v1 num8 ) num2 ) num509 ) num10 ) ) num4 ) num306 ) num251 ) ),1,225
2166,( == ( min ( * ( + ( * v0 num4 ) v1 ) num8 ) ( + ( * v2 num8 ) num18 ) ) ( min ( * ( + ( * v0 num4 ) v1 ) num8 ) ( + ( * v2 num8 ) num18 ) ) ),1,58
2167,( <= ( max num0 ( + ( min ( / ( + ( % v0 num4 ) num207 ) num48 ) ( - ( + num0 num6 ) num1 ) ) num1 ) ) num0 ),0,55
2168,( == ( min ( * ( min ( max ( min ( / ( + ( + v0 v1 ) num71 ) num8 ) num249 ) num0 ) ( + v2 num10 ) ) num8 ) ( + ( * ( + ( * v3 num9 ) v2 ) num8 ) num13 ) ) ( min ( * ( min ( max ( min ( / ( + ( + v0 v1 ) num71 ) num8 ) num249 ) num0 ) ( + v2 num10 ) ) num8 ) ( + ( * ( + ( * v3 num9 ) v2 ) num8 ) num13 ) ) ),1,94
2169,( == ( * ( / ( * ( % v0 ( / ( + ( - ( max v1 num0 ) v2 ) num33 ) num20 ) ) numneg160 ) num32 ) num32 ) ( * ( % v0 ( / ( + ( - ( max v1 num0 ) v2 ) num33 ) num20 ) ) numneg160 ) ),1,77
2170,( == ( - ( * ( min ( * ( - ( + ( / v0 num32 ) v1 ) v2 ) num4 ) num63 ) numneg8 ) num36 ) ( - ( + ( - ( * ( min ( * ( - ( + ( / v0 num32 ) v1 ) v2 ) num4 ) num63 ) numneg8 ) num36 ) ( + ( * ( min ( * ( - ( + ( / v0 num32 ) v1 ) v2 ) num4 ) num63 ) num8 ) num40 ) ) num1 ) ),0,178
2171,( == ( min ( + ( max ( min v0 num999 ) num0 ) ( * ( / ( + v1 num7 ) num4 ) num4 ) ) ( + ( max ( min v0 num996 ) numneg3 ) num4 ) ) ( min ( + ( max ( min v0 num999 ) num0 ) ( * ( / ( + v1 num7 ) num4 ) num4 ) ) ( + ( max ( min v0 num996 ) numneg3 ) num4 ) ) ),1,88
2172,( < ( + ( + ( min ( * v0 num16 ) num109 ) ( + ( * v1 num8 ) v2 ) ) v3 ) ( + ( + ( min ( * v0 num16 ) num109 ) ( + ( * v1 num8 ) ( + v2 num1 ) ) ) v3 ) ),1,102
2173,( == ( / ( + ( - ( max ( min ( * ( / ( + ( + v0 v1 ) num47 ) num8 ) num8 ) num1994 ) numneg5 ) ( max ( min ( * ( / v1 num8 ) num8 ) num2100 ) num101 ) ) num1106 ) num1000 ) ( / ( + ( - ( max ( min ( * ( / ( + ( + v0 v1 ) num47 ) num8 ) num8 ) num1994 ) numneg5 ) ( max ( min ( * ( / v1 num8 ) num8 ) num2100 ) num101 ) ) num1106 ) num1000 ) ),1,251
2174,( == ( min ( * ( / ( - ( + v0 v1 ) num1 ) num63 ) num8 ) ( + ( + ( * v2 num132 ) ( * ( / v1 num63 ) num8 ) ) num120 ) ) ( min ( * ( / ( - ( + v0 v1 ) num1 ) num63 ) num8 ) ( + ( + ( * v2 num132 ) ( * ( / v1 num63 ) num8 ) ) num120 ) ) ),1,50
2175,( == ( / ( + ( * ( - ( / ( - ( + v0 v1 ) num1 ) num32 ) ( / v1 num32 ) ) num32 ) num1105 ) num1030 ) ( / ( + ( * ( - ( / ( - ( + v0 v1 ) num1 ) num32 ) ( / v1 num32 ) ) num32 ) num1105 ) num1030 ) ),1,74
2176,( == ( / ( + ( - ( max ( min ( * ( / ( + ( + v0 v1 ) num5 ) num2 ) num2 ) num1995 ) numneg4 ) ( max ( * ( min ( / v1 num2 ) num1003 ) num2 ) num7 ) ) num689 ) num670 ) ( / ( + ( - ( max ( min ( * ( / ( + ( + v0 v1 ) num5 ) num2 ) num2 ) num1995 ) numneg4 ) ( max ( * ( min ( / v1 num2 ) num1003 ) num2 ) num7 ) ) num689 ) num670 ) ),1,139
2177,( == ( - ( - v0 ( * v1 num8 ) ) ( + ( * v2 num152 ) v3 ) ) ( - ( - v0 ( * v1 num8 ) ) ( + ( * v2 num152 ) v3 ) ) ),1,41
2178,( == ( / ( + ( - ( / ( + ( + v0 v1 ) num64 ) num65 ) ( / v1 num65 ) ) num17 ) num10 ) ( / ( + ( - ( / ( + ( + v0 v1 ) num64 ) num65 ) ( / v1 num65 ) ) num17 ) num10 ) ),1,67
2179,( == ( + ( * v0 num497 ) ( * ( + ( * v1 num186 ) v2 ) num8 ) ) ( + ( * v0 num497 ) ( * ( + ( * v1 num186 ) v2 ) num8 ) ) ),1,41
2180,( >= ( - v0 num41 ) ( - ( + ( - v0 num41 ) num79 ) num1 ) ),0,36
2181,( == ( / ( + ( - ( max ( min ( * ( / ( + ( + v0 v1 ) num447 ) num32 ) num32 ) num1994 ) numneg5 ) ( max ( min ( * ( / v1 num32 ) num32 ) num2609 ) num610 ) ) num1624 ) num1003 ) ( / ( + ( - ( max ( min ( * ( / ( + ( + v0 v1 ) num447 ) num32 ) num32 ) num1994 ) numneg5 ) ( max ( min ( * ( / v1 num32 ) num32 ) num2609 ) num610 ) ) num1624 ) num1003 ) ),1,220
2182,( == ( min ( + ( * v0 num4 ) v1 ) ( - v2 num3 ) ) ( min ( + ( * v0 num4 ) v1 ) ( - v2 num3 ) ) ),1,63
2183,( == ( / ( + ( - ( / ( + ( + v0 v1 ) num31 ) num32 ) ( / v1 num32 ) ) num40 ) num36 ) ( / ( + ( - ( / ( + ( + v0 v1 ) num31 ) num32 ) ( / v1 num32 ) ) num40 ) num36 ) ),1,64
2184,( && ( && ( && ( && ( && ( && num1 ( <= ( % ( - ( + ( * ( + ( + ( * v0 num32 ) v1 ) v2 ) num8 ) v3 ) num32 ) num16 ) ( % ( - ( + ( * ( + ( + ( * v0 num32 ) v1 ) v2 ) num8 ) v3 ) num32 ) num16 ) ) ) ( >= ( % ( - ( + ( * ( + ( + ( * v0 num32 ) v1 ) v2 ) num8 ) v3 ) num32 ) num16 ) ( % ( - ( + ( * ( + ( + ( * v0 num32 ) v1 ) v2 ) num8 ) v3 ) num32 ) num16 ) ) ) ( <= ( + ( * v4 num8 ) v5 ) ( + ( * v4 num8 ) v5 ) ) ) ( >= ( + ( * v4 num8 ) v5 ) ( + ( * v4 num8 ) v5 ) ) ) ( <= ( + ( * v6 num4 ) num0 ) ( + ( * v6 num4 ) num0 ) ) ) ( >= ( + ( * v6 num4 ) num3 ) ( + ( * v6 num4 ) ( - ( + num4 num0 ) num1 ) ) ) ),1,225
2185,( == ( + ( * ( + ( * v0 num2 ) v1 ) num2 ) ( + ( * v2 num63 ) v3 ) ) ( + ( * ( + ( * v0 num2 ) v1 ) num2 ) ( + ( * v2 num63 ) v3 ) ) ),1,54
